hex,callsign,datetime,squawk,altitude,latitude,longitude,type,heading,ground speed,indicated airspeed
ae10b5,RCH811,2025-05-24 17:43:35.506131,5631,30375,41.942642,-78.316475,C-17A Globemaster,343,424,
ae4d67,RCH839,2025-05-24 17:43:35.506137,775,31000,41.256153,-70.698593,C-17A Globemaster,52,491,
ae145b,RCH813,2025-05-24 17:44:36.114022,3547,37000,37.573517,-99.860008,C-17A Globemaster,104,490,
c2b3d7,CFC4069,2025-05-24 17:44:36.114042,1774,37000,47.750492,-87.378349,C-17A Globemaster,112,462,
ae10b5,RCH811,2025-05-24 17:44:36.114049,5631,31775,42.055546,-78.364822,C-17A Globemaster,342,400,
ae4d67,RCH839,2025-05-24 17:44:36.114056,775,31000,41.334518,-70.555229,C-17A Globemaster,54,465,
ae145b,RCH813,2025-05-24 17:45:36.433253,3547,37000,37.543602,-99.684532,C-17A Globemaster,102,538,
c2b3d7,CFC4069,2025-05-24 17:45:36.433273,1774,37000,47.69902,-87.199379,C-17A Globemaster,113,464,
ae10b5,RCH811,2025-05-24 17:45:36.433281,5631,32000,42.158695,-78.40731,C-17A Globemaster,339,414,
ae4d67,RCH839,2025-05-24 17:45:36.433287,775,31000,41.411343,-70.411789,C-17A Globemaster,54,480,
ae145b,RCH813,2025-05-24 17:46:36.793586,3547,37000,37.515602,-99.49929,C-17A Globemaster,101,522,
c2b3d7,CFC4069,2025-05-24 17:46:36.793606,1774,37000,47.647751,-87.022636,C-17A Globemaster,113,464,
ae10b5,RCH811,2025-05-24 17:46:36.793614,5631,32000,42.276726,-78.457359,C-17A Globemaster,344,419,
ae4d67,RCH839,2025-05-24 17:46:36.793620,775,31000,41.489193,-70.267143,C-17A Globemaster,56,475,
ae145b,RCH813,2025-05-24 17:47:37.161084,3547,37000,37.478455,-99.328911,C-17A Globemaster,100,522,
c2b3d7,CFC4069,2025-05-24 17:47:37.161099,1774,37000,47.597031,-86.849602,C-17A Globemaster,113,462,
ae10b5,RCH811,2025-05-24 17:47:37.161104,5631,32000,42.382065,-78.500664,C-17A Globemaster,343,424,
ae4d67,RCH839,2025-05-24 17:47:37.161109,775,31000,41.567833,-70.123062,C-17A Globemaster,53,481,
ae145b,RCH813,2025-05-24 17:48:37.497166,3547,37000,37.445549,-99.154205,C-17A Globemaster,105,502,
c2b3d7,CFC4069,2025-05-24 17:48:37.497180,1774,37000,47.545151,-86.673187,C-17A Globemaster,113,463,
ae10b5,RCH811,2025-05-24 17:48:37.497186,5631,32000,42.504646,-78.555023,C-17A Globemaster,342,427,
ae4d67,RCH839,2025-05-24 17:48:37.497190,775,31000,41.645996,-69.985435,C-17A Globemaster,54,483,
ae145b,RCH813,2025-05-24 17:49:37.802815,3547,37000,37.420425,-99.022438,C-17A Globemaster,101,495,
c2b3d7,CFC4069,2025-05-24 17:49:37.802835,1774,37000,47.493713,-86.499687,C-17A Globemaster,113,460,
ae10b5,RCH811,2025-05-24 17:49:37.802842,5631,32000,42.617912,-78.603546,C-17A Globemaster,344,434,
ae4d67,RCH839,2025-05-24 17:49:37.802848,775,31000,41.720764,-69.848404,C-17A Globemaster,54,459,
ae145b,RCH813,2025-05-24 17:50:38.156582,3547,37000,37.383808,-98.814072,C-17A Globemaster,103,506,
c2b3d7,CFC4069,2025-05-24 17:50:38.156600,1774,37000,47.44241,-86.328033,C-17A Globemaster,113,461,
ae10b5,RCH811,2025-05-24 17:50:38.156607,5631,32000,42.728085,-78.648415,C-17A Globemaster,340,403,
ae4d67,RCH839,2025-05-24 17:50:38.156613,775,31025,41.791248,-69.714729,C-17A Globemaster,54,478,
ae145b,RCH813,2025-05-24 17:51:38.487380,3547,37000,37.347885,-98.632233,C-17A Globemaster,104,507,
c2b3d7,CFC4069,2025-05-24 17:51:38.487400,1774,37000,47.389946,-86.153374,C-17A Globemaster,114,464,
ae10b5,RCH811,2025-05-24 17:51:38.487407,5631,32000,42.835964,-78.696976,C-17A Globemaster,341,404,
ae4d67,RCH839,2025-05-24 17:51:38.487413,775,31000,41.867496,-69.557671,C-17A Globemaster,53,476,
ae145b,RCH813,2025-05-24 17:52:38.841919,3547,37000,37.313393,-98.457367,C-17A Globemaster,102,531,
c2b3d7,CFC4069,2025-05-24 17:52:38.841937,1774,37000,47.336922,-85.978302,C-17A Globemaster,114,465,
ae10b5,RCH811,2025-05-24 17:52:38.841943,5631,32000,42.943443,-78.757683,C-17A Globemaster,328,394,
ae4d67,RCH839,2025-05-24 17:52:38.841950,775,31000,41.960125,-69.433998,C-17A Globemaster,58,480,
ae145b,RCH813,2025-05-24 17:53:39.177212,3547,37000,37.281387,-98.288506,C-17A Globemaster,103,508,
c2b3d7,CFC4069,2025-05-24 17:53:39.177232,1774,37000,47.284241,-85.805695,C-17A Globemaster,114,465,
ae10b5,RCH811,2025-05-24 17:53:39.177238,5631,32850,43.010838,-78.873642,C-17A Globemaster,307,415,
ae20c6,RCH878,2025-05-24 17:53:39.177248,3407,3275,43.191406,-70.896454,C-17A Globemaster,351,261,
ae4d67,RCH839,2025-05-24 17:53:39.177253,775,31000,42.025372,-69.255699,C-17A Globemaster,54,473,
ae145b,RCH813,2025-05-24 17:54:39.582043,3547,37000,37.249008,-98.119667,C-17A Globemaster,102,505,
c2b3d7,CFC4069,2025-05-24 17:54:39.582062,1774,37000,47.230366,-85.630539,C-17A Globemaster,114,464,
ae10b5,RCH811,2025-05-24 17:54:39.582069,5631,34000,43.080227,-78.998421,C-17A Globemaster,306,396,
ae20c6,RCH878,2025-05-24 17:54:39.582075,3407,5225,43.247833,-70.835312,C-17A Globemaster,45,261,
ae4d67,RCH839,2025-05-24 17:54:39.582081,775,31000,42.102966,-69.103111,C-17A Globemaster,58,476,
ae145b,RCH813,2025-05-24 17:55:39.910379,3547,37000,37.20816,-97.949806,C-17A Globemaster,105,504,
c2b3d7,CFC4069,2025-05-24 17:55:39.910397,1774,37000,47.176735,-85.457008,C-17A Globemaster,114,465,
ae10b5,RCH811,2025-05-24 17:55:39.910405,5631,34000,43.157425,-79.114075,C-17A Globemaster,315,401,
ae20c6,RCH878,2025-05-24 17:55:39.910411,3407,7100,43.305058,-70.763405,C-17A Globemaster,43,279,
ae4d67,RCH839,2025-05-24 17:55:39.910416,775,31000,42.172966,-68.959465,C-17A Globemaster,55,473,
ae145b,RCH813,2025-05-24 17:56:40.282306,3547,37000,37.177738,-97.777733,C-17A Globemaster,103,500,
c2b3d7,CFC4069,2025-05-24 17:56:40.282324,1774,37000,47.122513,-85.282883,C-17A Globemaster,114,466,
ae10b5,RCH811,2025-05-24 17:56:40.282331,5631,34000,43.237823,-79.224632,C-17A Globemaster,315,416,
ae20c6,RCH878,2025-05-24 17:56:40.282337,3407,9025,43.364464,-70.690208,C-17A Globemaster,40,291,
ae4d67,RCH839,2025-05-24 17:56:40.282342,775,31000,42.233692,-68.848175,C-17A Globemaster,54,467,
ae145b,RCH813,2025-05-24 17:57:40.607266,3547,37000,37.140705,-97.60141,C-17A Globemaster,104,492,
c2b3d7,CFC4069,2025-05-24 17:57:40.607284,1774,37000,47.068783,-85.111435,C-17A Globemaster,114,466,
ae10b5,RCH811,2025-05-24 17:57:40.607292,5631,34000,43.319401,-79.338028,C-17A Globemaster,315,422,
ae20c6,RCH878,2025-05-24 17:57:40.607298,3407,10300,43.426548,-70.611298,C-17A Globemaster,42,319,
ae4d67,RCH839,2025-05-24 17:57:40.607304,775,31000,42.324883,-68.664436,C-17A Globemaster,56,478,
ae145b,RCH813,2025-05-24 17:58:40.966877,3547,37000,37.111111,-97.430878,C-17A Globemaster,104,512,
c2b3d7,CFC4069,2025-05-24 17:58:40.966895,1774,37000,47.019745,-84.955833,C-17A Globemaster,114,467,
ae10b5,RCH811,2025-05-24 17:58:40.966902,5631,33975,43.399799,-79.450729,C-17A Globemaster,313,418,
ae20c6,RCH878,2025-05-24 17:58:40.966908,3407,11350,43.474564,-70.504333,C-17A Globemaster,55,349,
ae4d67,RCH839,2025-05-24 17:58:40.966914,775,31000,42.39798,-68.529282,C-17A Globemaster,56,471,
ae145b,RCH813,2025-05-24 17:59:41.280324,3547,37000,37.075722,-97.257416,C-17A Globemaster,103,507,
c2b3d7,CFC4069,2025-05-24 17:59:41.280342,1774,37000,46.96756,-84.791588,C-17A Globemaster,115,464,
ae10b5,RCH811,2025-05-24 17:59:41.280350,5631,34000,43.480095,-79.563614,C-17A Globemaster,315,426,
ae20c6,RCH878,2025-05-24 17:59:41.280356,3407,13225,43.529282,-70.384392,C-17A Globemaster,59,360,
ae4d67,RCH839,2025-05-24 17:59:41.280361,775,31000,42.467995,-68.388901,C-17A Globemaster,55,467,
ae145b,RCH813,2025-05-24 18:00:41.629393,3547,37000,37.043083,-97.10038,C-17A Globemaster,105,502,
c2b3d7,CFC4069,2025-05-24 18:00:41.629410,1774,37000,46.930252,-84.675133,C-17A Globemaster,115,468,
ae10b5,RCH811,2025-05-24 18:00:41.629417,5631,34000,43.567829,-79.687538,C-17A Globemaster,315,429,
ae20c6,RCH878,2025-05-24 18:00:41.629427,3407,14800,43.582249,-70.2658,C-17A Globemaster,59,367,
ae4d67,RCH839,2025-05-24 18:00:41.629433,775,31475,42.532993,-68.252563,C-17A Globemaster,59,454,
ae145b,RCH813,2025-05-24 18:01:42.026676,3547,37000,37.003246,-96.922096,C-17A Globemaster,104,502,
c2b3d7,CFC4069,2025-05-24 18:01:42.026695,1774,37000,46.858154,-84.450829,C-17A Globemaster,115,469,
ae10b5,RCH811,2025-05-24 18:01:42.026702,5631,34000,43.647629,-79.800903,C-17A Globemaster,315,412,
ae20c6,RCH878,2025-05-24 18:01:42.026708,3407,16225,43.636223,-70.147141,C-17A Globemaster,58,369,
ae4d67,RCH839,2025-05-24 18:01:42.026713,775,32325,42.578381,-68.154549,C-17A Globemaster,62,457,
ae145b,RCH813,2025-05-24 18:02:42.386974,3547,37000,36.970833,-96.752419,C-17A Globemaster,105,500,
c2b3d7,CFC4069,2025-05-24 18:02:42.386991,1774,37000,46.803223,-84.281143,C-17A Globemaster,115,468,
ae10b5,RCH811,2025-05-24 18:02:42.386998,5631,34000,43.728436,-79.915733,C-17A Globemaster,314,427,
ae20c6,RCH878,2025-05-24 18:02:42.387004,3407,17475,43.691227,-70.021805,C-17A Globemaster,59,386,
ae4d67,RCH839,2025-05-24 18:02:42.387010,775,32850,42.622704,-68.075478,C-17A Globemaster,53,447,
ae145b,RCH813,2025-05-24 18:03:42.773831,3547,37000,36.935101,-96.581535,C-17A Globemaster,105,509,
c2b3d7,CFC4069,2025-05-24 18:03:42.773849,1774,37000,46.795715,-84.258034,C-17A Globemaster,115,467,
ae10b5,RCH811,2025-05-24 18:03:42.773856,5631,33975,43.814808,-80.040291,C-17A Globemaster,314,422,
ae20c6,RCH878,2025-05-24 18:03:42.773862,3407,18875,43.747089,-69.89579,C-17A Globemaster,59,389,
ae4d67,RCH839,2025-05-24 18:03:42.773868,775,33000,42.749424,-67.816521,C-17A Globemaster,,,
ae145b,RCH813,2025-05-24 18:04:43.148310,3547,37000,36.898987,-96.41349,C-17A Globemaster,105,506,
ae10b5,RCH811,2025-05-24 18:04:43.148331,5631,34000,43.899391,-80.163681,C-17A Globemaster,312,446,
ae20c6,RCH878,2025-05-24 18:04:43.148339,3407,19900,43.805611,-69.762543,C-17A Globemaster,59,404,
ae4d67,RCH839,2025-05-24 18:04:43.148345,775,33000,42.806526,-67.70491,C-17A Globemaster,58,454,
ae145b,RCH813,2025-05-24 18:05:43.508057,3547,37000,36.864265,-96.243828,C-17A Globemaster,104,499,
ae10b5,RCH811,2025-05-24 18:05:43.508078,5631,34000,43.980495,-80.279854,C-17A Globemaster,314,429,
ae20c6,RCH878,2025-05-24 18:05:43.508086,3407,21150,43.864189,-69.628723,C-17A Globemaster,58,403,
ae4d67,RCH839,2025-05-24 18:05:43.508092,775,33000,42.837936,-67.643669,C-17A Globemaster,57,442,
ae145b,RCH813,2025-05-24 18:06:43.874455,3547,37000,36.826347,-96.072769,C-17A Globemaster,105,498,
ae10b5,RCH811,2025-05-24 18:06:43.874476,5631,34000,44.064373,-80.400681,C-17A Globemaster,312,445,
ae20c6,RCH878,2025-05-24 18:06:43.874484,3407,22175,43.921684,-69.498466,C-17A Globemaster,58,417,
ae4d67,RCH839,2025-05-24 18:06:43.874489,775,33000,42.964542,-67.401161,C-17A Globemaster,46,448,
ae145b,RCH813,2025-05-24 18:07:44.226275,3547,37000,36.781303,-95.906082,C-17A Globemaster,112,496,
c2b3d7,CFC4069,2025-05-24 18:07:44.226294,,37000,46.54274,-83.49218,C-17A Globemaster,115,464,
ae10b5,RCH811,2025-05-24 18:07:44.226300,5631,34000,44.141731,-80.518272,C-17A Globemaster,313,427,
ae20c6,RCH878,2025-05-24 18:07:44.226306,3407,23125,43.98053,-69.363174,C-17A Globemaster,59,428,
ae145b,RCH813,2025-05-24 18:08:44.648867,3547,37000,36.735798,-95.743309,C-17A Globemaster,111,494,
c2b3d7,CFC4069,2025-05-24 18:08:44.648887,,37000,46.492584,-83.342819,C-17A Globemaster,116,464,
ae10b5,RCH811,2025-05-24 18:08:44.648896,5631,34000,44.23074,-80.646782,C-17A Globemaster,313,440,
ae20c6,RCH878,2025-05-24 18:08:44.648903,3407,24325,44.042789,-69.221664,C-17A Globemaster,58,439,
ae145b,RCH813,2025-05-24 18:09:44.988905,3547,37000,36.692387,-95.586563,C-17A Globemaster,106,484,
c2b3d7,CFC4069,2025-05-24 18:09:44.988918,1774,37000,46.412842,-83.107483,C-17A Globemaster,116,466,
ae10b5,RCH811,2025-05-24 18:09:44.988923,5631,34000,44.315781,-80.773773,C-17A Globemaster,312,440,
ae20c6,RCH878,2025-05-24 18:09:44.988928,3407,25100,44.101898,-69.082237,C-17A Globemaster,60,450,
ae4d67,RCH839,2025-05-24 18:09:44.988932,775,33000,43.137264,-67.035034,C-17A Globemaster,,,
ae145b,RCH813,2025-05-24 18:10:45.333206,3547,37000,36.645256,-95.427322,C-17A Globemaster,111,503,
c2b3d7,CFC4069,2025-05-24 18:10:45.333223,1774,37000,46.340103,-82.894394,C-17A Globemaster,116,465,
ae10b5,RCH811,2025-05-24 18:10:45.333229,5631,34000,44.402107,-80.902306,C-17A Globemaster,314,441,
ae20c6,RCH878,2025-05-24 18:10:45.333235,3407,25725,44.163845,-68.941063,C-17A Globemaster,58,425,
ae4d67,RCH839,2025-05-24 18:10:45.333239,775,33000,43.226818,-66.902885,C-17A Globemaster,54,402,
ae145b,RCH813,2025-05-24 18:11:45.662687,3547,37000,36.598461,-95.261795,C-17A Globemaster,110,496,
c2b3d7,CFC4069,2025-05-24 18:11:45.662711,1774,37000,46.284096,-82.731651,C-17A Globemaster,116,466,
ae10b5,RCH811,2025-05-24 18:11:45.662719,5631,34000,44.481167,-81.020332,C-17A Globemaster,314,443,
ae20c6,RCH878,2025-05-24 18:11:45.662726,3407,26325,44.222855,-68.799446,C-17A Globemaster,60,426,
ae145b,RCH813,2025-05-24 18:12:46.039683,3547,37000,36.548306,-95.094582,C-17A Globemaster,110,505,
c2b3d7,CFC4069,2025-05-24 18:12:46.039708,1774,37000,46.224472,-82.559311,C-17A Globemaster,116,464,
ae10b5,RCH811,2025-05-24 18:12:46.039716,5631,34000,44.568943,-81.148094,C-17A Globemaster,313,442,
ae20c6,RCH878,2025-05-24 18:12:46.039724,3407,26975,44.282864,-68.6576,C-17A Globemaster,61,439,
ae145b,RCH813,2025-05-24 18:13:46.392801,3547,37000,36.503468,-94.937775,C-17A Globemaster,112,499,
c2b3d7,CFC4069,2025-05-24 18:13:46.392819,1774,37000,46.166153,-82.392235,C-17A Globemaster,116,466,
ae10b5,RCH811,2025-05-24 18:13:46.392825,5631,34000,44.648212,-81.270332,C-17A Globemaster,311,453,
ae20c6,RCH878,2025-05-24 18:13:46.392830,3407,27125,44.347088,-68.506912,C-17A Globemaster,58,453,
ae4d67,RCH839,2025-05-24 18:13:46.392835,775,33000,43.516392,-66.408821,C-17A Globemaster,,,
ae145b,RCH813,2025-05-24 18:14:46.788894,3547,37000,36.454647,-94.771957,C-17A Globemaster,111,493,
c2b3d7,CFC4069,2025-05-24 18:14:46.788913,1774,37000,46.107525,-82.224838,C-17A Globemaster,116,464,
ae10b5,RCH811,2025-05-24 18:14:46.788919,5631,34000,44.736786,-81.40448,C-17A Globemaster,306,452,
ae20c6,RCH878,2025-05-24 18:14:46.788925,3407,27925,44.412338,-68.351173,C-17A Globemaster,59,461,
ae4d67,RCH839,2025-05-24 18:14:46.788930,775,33000,43.574421,-66.359032,C-17A Globemaster,,,
ae145b,RCH813,2025-05-24 18:15:47.317356,3547,37000,36.406693,-94.615242,C-17A Globemaster,111,491,
c2b3d7,CFC4069,2025-05-24 18:15:47.317376,1774,37000,46.049519,-82.060387,C-17A Globemaster,117,464,
ae10b5,RCH811,2025-05-24 18:15:47.317383,5631,33975,44.820724,-81.530289,C-17A Globemaster,313,440,
ae20c6,RCH878,2025-05-24 18:15:47.317390,3407,28875,44.476089,-68.198792,C-17A Globemaster,59,443,
ae4d67,RCH839,2025-05-24 18:15:47.317396,775,33000,43.688404,-66.140701,C-17A Globemaster,,,
ae1196,RCH333,2025-05-24 20:45:53.788651,3456,30325,33.833839,-88.67981,C-17A Globemaster,217,445,
ae49c4,RCH437,2025-05-24 20:45:53.788680,771,22925,34.946419,-79.831039,C-17A Globemaster,32,427,
ae07e5,RCH849,2025-05-24 20:45:53.788690,727,32000,36.045235,-78.921791,C-17A Globemaster,38,488,
